Date,Close Price
01/06/19,3515.6711
31/05/19,3441.9475
30/05/19,3396.4736
29/05/19,3426.472
28/05/19,3470.6504
27/05/19,3431.8274
24/05/19,3453.3086
23/05/19,3423.1682
22/05/19,3432.6567
21/05/19,3382.7954
