Date,Close Price
01/06/19,2449.5054
31/05/19,2434.0332
30/05/19,2414.2751
29/05/19,2409.4138
28/05/19,2399.9602
27/05/19,2345.2551
24/05/19,2393.7544
23/05/19,2410.8884
22/05/19,2434.1638
21/05/19,2409.1113
