Date,Close Price
01/06/19,424.93494
31/05/19,422.9211
30/05/19,425.28525
29/05/19,433.38248
28/05/19,432.48785
27/05/19,425.21478
24/05/19,416.90582
23/05/19,406.38757
22/05/19,406.16217
21/05/19,408.33603
