Date,Close Price
01/06/19,2186.6516
31/05/19,2139.1309
30/05/19,2084.401
29/05/19,2063.0427
28/05/19,2056.3733
27/05/19,2061.4968
24/05/19,2084.2412
23/05/19,2099.8691
22/05/19,2131.2466
21/05/19,2097.3086
