Date,Close Price
01/06/19,733.6708
31/05/19,730.5149
30/05/19,729.39655
29/05/19,714.88025
28/05/19,710.2666
27/05/19,703.50446
24/05/19,713.74634
23/05/19,712.1592
22/05/19,716.3865
21/05/19,716.06506
